hotelcode,hotelname,pricemin,pricemax
127981,The Pinewood Hotel,75.08,189.01
127990,"The Sea Hotel, Sure Hotel Collection by Best Western",57.02,153.72
127998,Macdonald Botley Park Hotel and Spa,95.03,198.52
128002,The Star Hotel,42.23,74.97
128004,Albert & Victoria Hotel,27.88,72.86
128013,"Bliss Hotel Southport, Trademark Collection by Wyndham",95.03,519.8
128024,Holiday Inn Stevenage,71.8,119.32
128035,B/W Parkmore Hotel,76.03,177.41
128037,Thorpe Thewles Lodge,88.7,114.04
128045,The Mary Arden Inn,57.02,83.95
128048,Virginia Lodge,49.63,92.69
128059,The Royal Hotel,84.48,126.71
128069,Village Hotel Swansea,85.53,157.34
128089,The Corner House Hotel,61.24,146.77
128091,Days Inn Telford Ironbridge,59.2,99.25
128095,Hundred House Hotel,126.71,163.67
128100,"London Beach Country Hotel, Golf Club & Spa",174.23,195.35
128101,Little Silver Country Hotel,73.91,210.12
128107,The Snooty Fox,152.05,228.08
128111,Tudor House Hotel - RelaxInnz,52.95,142.55
128112,The Spread Eagle Hotel,83.41,199.57
128113,Swan Hotel by Greene King Inns,58.07,147.83
128114,Park Hotel,91.87,101.37
128117,Station Hotel,63.36,137.27
128120,Brambles Bed and Breakfast,64.56,93.58
128159,Harmony Bed and Breakfast,73.91,83.41
128173,Newburgh Guesthouse,42.76,71.81
128177,Rainbow International Hotel,41.81,104.54
128210,The Westgate,44.35,111.92
128212,Lochgreen House Hotel,174.23,253.42
128217,Waterton Park Hotel,95.03,158.39
128218,Clarion Collection Cedar Court Hotel Wakefield,70.39,144.73
128220,Best Western Wakefield Hotel St Pierre,56.07,123.54
128223,Stanley View Guest House & Hotel,38.01,102.95
128232,Patten Arms Hotel,45.15,116.16
128235,Days Inn Warwick Northbound M40 Hotel,67.57,80.78
128237,"Kings Head Inn, Warwick",83.95,99.78
128246,The Columbia Hotel,45.62,84.48
128256,Best Western Widnes Halton Everglades Park Hotel,49.83,116.16
128260,The King Alfred Pub,89.75,100.32
128261,All Seasons Guest House,102.64,205.27
128276,Hillthwaite Hotel,102.95,395.97
128295,Castle Hotel Windsor - MGallery,157.33,311.5
128298,Sir Christopher Wren Hotel & Spa,170.53,232.3
128300,The Manor Hotel Heathrow,65.57,90.28
128301,Gorse Hill,104.54,142.55
128319,Grand Victorian Hotel - RelaxInnz,52.27,107.7
128321,The Burlington,79.19,153.1
128328,Judges Hotel,174.23,316.78
128336,Best Western York Pavilion Hotel,88.38,153.76
128339,Brentwood Guest House,47.52,83.41
128347,Galtres Lodge Hotel & Restaurant,73.18,146.35
128356,Holiday Inn York City Centre,90.81,121.43
128364,The Minster Hotel,104.54,136.21
128373,B+B York,72.86,189.01
128451,Hotel Arzlerhof,85.39,170.79
128696,Hotel Marko,32.13,87.62
128720,Porto Veneziano Hotel,76.96,256.07
128738,Veneto Boutique Hotel,49.08,146.35
128761,Pergola Hotel,26.73,80.8
128960,Hotel Leonardo,58.97,145.74
129142,Hotel Tango,30.93,46.4
129246,Hotel Wentzl,111.84,157.05
129313,Qubus Hotel Zielona Gora,62.98,92.81
129328,Hotel Aurum,79.57,125.98
129345,Hunguest Hotel Panorama,42.15,45.38
129378,Fonix Hotel,23.88,44.25
129414,Residence Conference & Wellness Hotel,42.15,248.18
129465,Hotel Sandor Pavillon,69.32,85.39
129486,Hotel Vile Park,156.43,301.55
129684,Hotel Pragant,101.47,228.26
129704,Quellenhotel Heiltherme Bad Waltersdorf - 2-Thermenresort,171.36,296.36
129768,Hotel Donauhof,62.71,99.46
129814,Sport- und Wellnesshotel Held,162.66,510.65
129841,Alp Art Hotel,61.13,248.15
129905,Pedro's,79.0,331.16
129963,Hotel Gasthof Adler,70.33,210.97
129974,Donau-Rad-Hotel Wachauerhof,89.41,99.46
130051,Baerenwirth Hotel,63.93,166.69
130055,Superior Alpine Wellnesshotel Karwendel,594.74,693.19
130077,Hotel Wiental,86.4,148.69
130092,Hotel Marienhof,107.49,135.63
130133,Attergauhof,67.31,128.59
130251,Hotel Mondschein & Chalet Mondschein,176.82,442.04
130355,Hotel Koeckhofs,93.83,125.11
130470,Gosset Hotel,118.85,183.49
130475,Villa Christina,71.93,124.06
130508,Parkhotel Izegem,112.6,164.73
130616,C-Hotels Excelsior,56.29,140.74
130660,Hotel South Charleroi Airport,71.93,134.49
130700,Royal Hotel-Restaurant Bonhomme,78.19,161.6
130707,Hotel Rastelli Tervuren,114.68,168.89
130751,Hotel Bell-X,95.91,161.6
130774,Kalina Complex,62.01,62.01
130885,Kastel Pansion Comfort,68.26,112.95
131050,Hotel Theresia,46.7,92.25
131066,Hotel Monaco,29.69,80.41
131097,Alexander,55.35,126.58
131122,Dragor Fort Hotel,63.83,106.44
131130,Hotel Hjallerup Kro,74.06,111.35
131132,Comwell Holte,114.37,212.88
131139,Comwell Middelfart,70.8,224.72
131246,Campanile Hotel Argenteuil,89.41,168.0
131277,The Originals Relais d'Aubagne,55.25,200.93
131278,Campanile Clermont Ferrand Sud Aubieres,46.97,106.21
131303,Logis Bois Joli,79.37,179.83
131308,Les Camelias,58.4,76.35
131312,Brit Hotel Essentiel Sete / Balaruc,51.23,71.33
131380,Grand Hotel Abbatiale,59.28,195.9
131414,Hotel Restaurant Au Boeuf,82.88,120.07
131415,Chateau Grattequina Hotel,189.88,348.16
131416,Les Dunes,80.04,80.04
131422,Hotel Balladins Bobigny,57.27,63.29
131428,Campanile Bollene Hotel,48.52,91.33
131435,Hotel Baud - Les Collectionneurs,155.72,406.87
131437,Kyriad Creteil - Bonneuil sur Marne,59.27,150.27
131457,Kyriad Lyon Est - Bourgoin Jallieu,52.04,110.63
131458,Hotel Mister Bed Bourgoin-Jallieu,41.84,55.61
131463,Logis Hotel du Cygne,56.26,100.46
131472,Comfort Hotel Bretigny Sur Orge,86.4,125.58
131510,Campanile Nimes Sud - Caissargues,43.6,190.47
131538,Kyriad Castres Hotel,45.64,72.05
131579,Campanile Rennes Sud - Chantepie,45.72,110.85
131608,Hotel Campanile Grasse - Chateauneuf,58.92,105.61
131621,Hotel de la Tour Cocooning et Gastronomie,109.5,195.9
131663,La Fregate,57.27,120.55
131670,Kyriad Paris Ouest Colombes,93.08,178.42
131728,Campanile Lyon Nord - Dardilly,67.46,103.66
131749,Hotel De France - Restaurant L'insolite,70.33,100.46
131759,Hotel Inn Design Resto Novo Amiens,54.55,105.26
131763,Doubs Hotel Besancon - Ecole Valentin,55.51,120.55
131776,Premiere Classe Epinay Sur Orge,35.26,75.35
131777,Campanile Epone Hotel,38.68,104.98
131785,Le Mas Des Lilas,55.25,70.33
131789,Etampes Kyriad,35.44,150.69
131800,Chateau & Spa De La Commanderie,113.53,194.89
131826,Chateau De Floure & Spa,140.65,351.62
131830,Hotel du Lac Foix,78.36,103.48
131832,Hotel du Poete,100.46,237.1
131837,Le Faisan Dore,77.06,148.18
131863,Campanile Fougeres Hotel,45.64,119.45
131888,Chateau de La Dame Blanche - Logis,112.52,189.88
131905,Kyriad Lyon Sud - Givors,63.64,535.63
131916,Campanile Brest Gouesnou Hotel,35.87,75.45
131982,Hotel Relais Du Lac,68.32,252.63
132001,Chateau Des Magnans Hotel,91.33,106.7
132037,The Originals - Hotel Le Saint Pierre La Baule Centre (ex Inter-Hotel),58.02,117.24
132082,Hotel Le Coudon,78.36,88.41
132083,Hotel Campanile La Ferte Bernard,64.29,530.76
132099,Domaine De Brandois - Les Collectionneurs,99.46,162.4
132105,Campanile Marseille Est La Penne Hotel,58.69,122.44
132121,Hotel Campanile Honfleur - La Riviere Saint Sauveur,46.63,154.59
132164,Hotel The Originals Saint-Brieuc Est Les Caps (ex Inter-Hotel),72.33,118.54
132200,Logis Hotel De La Poste,80.17,139.64
132252,Kyriad Avignon Nord - Le Pontet,48.68,73.33
132278,Hotel The Originals Le Treport Sud La Cour Carree (ex Inter-Hotel),85.49,120.5
132310,Le Clos des Arts,73.18,96.05
132335,Hote L'Escale Cote Sud,59.53,340.94
132348,Campanile Lille Ouest - Lomme,50.79,103.28
132360,Campanile Dunkerque Sud Loon Plage Hotel,55.25,124.57
132435,Chateau de Mazan,110.51,240.26
132453,Hotel Annecy Nord,64.78,79.37
132469,Campanile Grenoble Nord - Moirans,49.23,148.83
132518,Kyriad Le Havre - Montivilliers,48.52,113.34
132542,Hotel Restaurant Ritter'hoft,65.3,89.41
132555,Auberge Champenoise,69.32,110.51
132595,Sure Hotel by Best Western Port Jerome - Le Havre,62.38,101.47
132605,Kyriad Orleans Sud - Olivet la Source,48.92,77.1
132623,Kyriad Orthez,62.34,95.0
132670,Domaine du Val,130.6,241.11
132700,Campanile Pont A Mousson,55.51,88.15
132716,Campanile Cergy Pontoise Hotel,48.52,130.75
132725,Octel Hotel et Residence,62.28,1011.63
132726,Premiere Classe Toulouse Sud - Portet,31.34,49.89
132751,Campanile La Rochelle Nord Puilboreau Hotel,41.5,70.23
132754,Campanile Villeneuve Sur Lot - Pujols,41.49,101.64
132788,Campanile Clermont Ferrand Nord Riom,50.28,109.28
132809,Premiere Classe Paris Est Rosny Sous Bois Hotel,44.0,114.12
132815,Le Medicis,61.28,110.51
132850,Hotel Le Bretagne,50.45,75.35
132906,Campanile Bourges Nord Saint Doulchard Hotel,42.54,97.39
132914,Hotel La Plage,74.34,79.37
132923,Campanile NANTES EST - Sainte Luce sur Loire,55.24,100.44
132957,Kyriad Geneve - Saint Genis Pouilly,45.21,106.21
132962,Hotel Campanile Saint German En Laye,67.46,156.04
132965,Campanile Evry Est Saint Germain les Corbeil Hotel,45.71,126.48
133008,Villa Marjane,72.1,130.18
133013,Hotel Campanile Saint-MaloSaint-Jouan-Des-Guerets,41.49,84.69
133020,Campanile Lyon Est - Aeroport Saint Exupery,53.37,118.65
133041,Hotel Le Galion,84.39,160.74
133046,Campanile Chalons En Champagne Saint Martin Hotel,49.78,110.85
133050,Campanile Chateauroux - Saint Maur,55.51,93.13
133101,Hotel Excelsior,105.48,158.74
133115,Santa Lucia,59.28,94.43
133146,Campanile Montlucon Saint Victor Hotel,41.49,110.85
133158,Bastide du Cantal,75.35,125.58
133164,Grand Hotel des Bains,50.48,110.51
133174,Clos La Boetie & Spa,164.11,257.07
133187,Campanile Hotel Avallon,55.51,97.35
133271,Campanile Taverny Hotel,61.52,114.78
133292,Campanile Rochefort Sur Mer - Tonnay Charente,38.68,99.71
133295,Hotel De L'Europe,82.38,120.55
133335,Le Chastellan,69.32,135.63
133404,Hotel Christiania,115.54,145.67
133407,Hotel Campanile Saint Etienne Centre - Villars,55.55,154.59
133413,Campanile Villejust Za Courtaboeuf Hotel,61.69,143.63
133422,Las Cigalas,41.19,58.27
133426,O Villagio Hotel,51.23,71.33
133428,Campanile Villeneuve Saint-Georges,59.27,117.78
133433,Campanile Creil Villers Saint Paul Hotel,71.17,136.72
133443,Campanile Bourg En Bresse Viriat Hotel,58.21,122.44
133453,Hotel Tambourin,65.3,95.44
133467,Campanile Lille Nord - Wasquehal,55.25,134.03
133471,Saint Jean,75.35,115.54
133481,Chateau d'Ygrande - les Collectionneurs,96.36,305.86
133482,Le Mans Country Club,125.58,256.18
133487,Hotel Haberkamp,77.46,122.9
133509,Stern,75.39,153.88
133569,Hotel am Markt,76.43,149.75
133572,Zur Morschbach,46.48,87.79
133605,Best Western Erfurt-Apfelstadt,87.75,149.75
133627,ACHAT Hotel Schreiberhof - Munchen,49.35,246.83
133695,Badhotel Restaurant Stauferland,56.8,226.18
133737,Park Hotel Berlin,44.41,81.59
133759,Altstadthotel Bad Griesbach,56.8,71.27
133781,Parkhotel Flora,68.16,139.43
133800,Comfort Hotel Bad Homburg,102.24,205.53
133827,Hotel Storck,50.6,80.56
133838,Kulturhotel Kaiserhof,79.52,159.06
133847,Hotel Kastanienhof,96.13,215.86
133912,Apparthotel Steiger Bad Schandau,48.65,153.88
133922,Waldhotel Riesebusch,82.63,185.9
133944,Hotel Sonnenhof,67.13,144.59
133962,Kurhotel Azalee,50.6,81.59
133974,Hotel Zur Post,99.15,99.15
134061,Parkhotel Bergheim,63.11,85.72
134066,Comfort Hotel Bernau,64.03,84.69
134087,Christiana's Wein & Art Hotel,67.13,129.1
134100,Spreewald Parkhotel,93.21,255.62
134150,Hotel Leander,61.96,90.88
134158,Kurhotel Furstenhof,56.8,72.3
134230,Landgasthof & Hotel Jossatal,56.8,129.1
134299,nordica Hotel Friesenhof,72.3,160.08
134357,Hotel Huber garni,101.22,108.44
134377,Kucher's Landhotel,67.13,67.13
134380,Sporthotel & Resort Grafenwald,102.24,295.38
134455,Hotel zum Lowen,120.84,172.47
134490,Posthotel Oberhauser,66.1,107.42
134494,Land-gut-Hotel Landgasthof zur Rose,83.66,103.28
134521,Hirsch - Das Ellwanger Landhotel,81.59,126.0
134526,Hotel Weisses Ross,73.33,83.66
134559,Bildungszentrum Erkner,66.1,102.24
134560,DameritzSeehotel,74.89,108.53
134590,Hotel am Schelztor,95.75,156.99
134591,Hotel am Schillerpark,113.6,172.47
134645,Boulevardhotel Sangerstadt,59.91,76.43
134657,Hotel Seewisch,76.43,210.69
134720,Hotel Kaiserhof,76.43,113.6
134734,Zum Schwedenkonig,51.64,77.46
134788,Hotel Gladbeck van der Valk,63.78,262.07
134806,Dorfhotel Fleesensee,71.94,107.82
134863,Hotel Schepers,84.69,161.11
134873,Hotel Bornmuehle,97.08,198.3
134924,Schwarzwald Hotel Silberkoenig,66.1,271.63
134992,Hotel Alter Packhof,92.95,170.42
135079,Landhotel Altes Zollhaus,71.27,128.07
135206,Steinburger Hof,45.6,88.01
135240,Fetzers Landhotel,76.22,174.54
135292,Waldhotel Kurfurst,74.36,110.51
135327,Waldhotel Kelkheim,59.49,118.78
135375,Parkhotel Schillerhain,86.75,143.56
135380,Hotel & Restaurant Sonne,86.75,210.69
135447,Hotel Weisses Ross,41.31,96.05
135490,Amselgrundschlosschen,65.07,113.6
135530,Landhotel Waldhaus,75.39,108.44
135532,Hotel-Restaurant Roter Ochsen,76.43,104.31
135574,Stuttgart Airporthotel Filderland,60.93,108.44
135579,Motel Leipheim Sud,50.6,122.9
135628,Hotel Garni Reulein,71.27,154.92
135663,Franziskushohe,81.59,112.58
135668,Hotel JFM,84.69,154.92
135672,Akzent Hotel Hirsch,102.24,112.58
135682,Schloss Lubbenau,113.6,181.78
135708,Hotel Lubecker Hof,61.07,88.39
135722,Hotel-Residenz Immenhof,84.69,154.92
135743,Village Stadthotel Marburg,81.59,133.23
135749,Hotel-Residence Klosterpforte,113.6,196.23
135754,Hotel Markkleeberger Hof,70.23,83.66
135763,Gasthof Prinzregent Superior,102.24,122.9
135800,Van der Valk Hotel Melle - Osnabruck,102.12,165.95
135832,Luckai Hotel & Restaurant,55.77,128.07
135848,Best Western Premier Bayerischer Hof Miesbach,95.02,214.91
135876,Ringhotel Seehotel Schwanenhof,98.12,160.08
135906,Hotel Zum Lowen,80.56,161.11
135958,Kampgens - Hof,56.8,56.8
136027,Apparthotel Alte Innbrucke,35.06,164.22
136077,The Royal Inn Park Hotel Fasanerie,81.59,184.87
136099,Landhotel Maarheide,67.13,196.23
136273,Hotel am Schlosspark Zum Kurfurst,102.24,146.66
136275,Hotel Landgasthof Euringer,63.0,111.54
136289,Landhotel Zum Kronprinzen,66.62,174.54
136319,Kurpark Villa Aslan,64.14,107.42
136333,Hotel Sauerbrey,81.59,122.9
136335,Hotel-Restaurant zum Roeddenberg,80.56,128.07
136340,Gasthof Landhotel Hirsch,74.88,111.54
136341,Landhotel Alte Muhle,86.75,174.54
136400,Hotel Selliner Hof,50.6,149.75
136431,Altenbrucker Muhle,77.46,103.28
136478,Hotel Reke,48.28,91.92
136494,Best Western Hotel Rhon Garden,50.11,157.61
136496,Bach Hotel,67.02,99.98
136509,Yachthotel Chiemsee,153.51,161.58
136513,Flair Hotel Strengliner Muhle,72.3,154.92
136532,Hotel Konig Albert Hohe,51.64,75.39
136545,Ibis Styles Leipzig,55.77,115.67
136578,Hotel Haus Appel,68.16,126.0
136598,Heide Hotel Reinstorf,62.77,122.9
136607,Hotel Gut Steinbach,225.15,698.18
136613,ConventGarten,81.59,174.54
136615,Hotel Sonneck,84.18,166.28
136636,Rheinbrucke,91.92,154.92
136665,Hotel Jagerstuben,41.31,149.75
136693,Land-gut-Hotel Strand-Cafe,63.0,133.23
136701,Hotel Hirsch,51.64,109.48
136716,Hotel Wilder Mann,60.93,122.9
136804,Ruter's Hotel & Restaurant,80.56,340.82
136902,Hotel & Freizeitpark Am Larchenberg,36.15,76.43
136975,Ruser's Hotel,55.77,86.75
136996,Alte - Post - Hotel,64.03,121.87
137044,Romantik Hotel FRITZ am Brunnen,73.43,154.92
137081,Travel Charme Strandidyll Heringsdorf,115.05,211.52
137208,Hotel Burg Staufenberg,82.63,148.72
137228,Land-gut-Hotel Meyer-Pilz,57.84,97.08
137323,Hotel Schloss Teutschenthal,60.93,98.12
137358,Bio-Hotel Miramar,73.43,143.56
137361,Hotel Esinger Hof garni,59.91,113.6
137367,Hotel St. Erasmus,67.64,134.27
137394,Hotel Krone Tuebingen,136.63,197.06
137409,Parkhotel St.Leonhard,122.64,485.41
137436,Am Hachinger Bach,73.84,153.88
137438,Hotel Garni zum Gockl,75.39,102.24
137470,Schafers Hotel,44.41,77.46
137472,Hotel Wender,71.27,165.24
137524,Landhotel Gottinger,77.46,169.38
137527,Hotel Landgasthof Simon,60.93,102.24
137542,Hotel Barnimer Hof,73.43,79.01
137578,Residenz Seestern,87.79,129.1
137597,Hotel Freihof am Roland,82.52,133.23
137638,Parkhotel Guldene Berge,81.59,144.59
137651,Landhaus Wacker,86.02,195.2
137744,Hotel-Pension zum Paradies,82.63,144.59
137751,Hotel Willinger Hof,56.8,144.59
137774,Landidyll Hotel Erbgericht Tautewalde,81.59,115.67
137782,Hotel Nora Emmerich,65.07,101.22
137788,Hotel Haus Koppelberg,56.8,77.46
137801,Gasthof Oldenwohrden,87.79,123.94
137811,Hotel Wetterau,82.52,158.33
137866,Hotel Waldmuhle,70.23,104.31
137928,Fletcher Hotel Restaurant Rooland,44.61,78.06
137945,De Twee Linden,90.23,140.41
137980,Hotel Restaurant Het Roode Hert,54.75,76.04
137984,Hotel de Milliano,133.83,331.53
137990,Het Maashotel,90.74,100.87
138046,Aparthotel Delden,60.84,173.88
138081,Hotel Duinlust,55.64,102.2
138105,Hotel Pension de Harmonie,76.04,157.14
138109,Van der Valk Hotel Hilversum/ De Witte Bergen,88.21,108.49
138133,Hotel Du Passage,65.9,71.17
138145,Bastion Hotel Geleen,59.82,129.08
138224,Haje Hotel Joure,75.53,187.56
138227,Hotel De Kroon,92.15,128.75
138228,Hotel Restaurant de Joremeinshoeve,81.1,121.66
138270,De Poort van Drenthe,70.97,136.87
138273,Hotel De Nieuwe Doelen,80.1,172.35
138321,Hampshire Hotel & Spa - Paping,54.75,116.59
138410,Hotel Graaf Bernstorff,76.04,86.18
138462,Hotel Crasborn Thorn,80.1,125.21
138520,Paal 8 Hotel aan Zee,99.46,211.89
138570,Van der Valk Hotel Groningen Zuidbroek,104.43,134.84
138676,Hotel Rezydencja,70.2,107.08
138685,Hotel Restauracja Piwnica Rycerska,45.21,142.54
138716,Jelenia Struga MEDICAL SPA,72.61,218.92
138717,Palac Miejski,30.7,95.18
138725,Hotel Amalia,54.73,54.73
138775,Perla,27.37,52.35
138836,Gosciniec Sucholeski,47.35,78.29
138866,Hotel Sasanka,36.39,125.88
138916,ANC Experience Resort,53.55,90.11
138947,Hotel Rural A Coutada,44.3,67.76
138979,Hotel Urgeirica,56.29,116.79
139014,Estalagem Quinta do Louredo,62.55,78.19
139029,Hotel de Charme Quinta do Pinheiro,67.76,104.25
139054,Loule Jardim Hotel,44.83,70.89
139071,Grande Hotel Dom Dinis,51.91,69.85
139101,Paredes Hotel Apartamento,40.1,84.45
139105,Hotel Portas Do Dao,50.04,50.04
139349,Hotel Vivat,68.3,248.88
139454,Hotel Boutique Real Casona De Las Amas,139.64,269.46
139541,Aparthotel Arenteiro,55.25,75.35
139561,Cerro del Sol Hotel,34.16,204.94
139564,Hotel Exe Parc del Valles,64.65,135.93
139609,Hotel Zerbinetta,41.99,116.53
139676,Hotel Iturregi,195.9,457.11
139783,Hotel Llevant,63.29,271.25
139848,Sercotel Ciutat de Montcada,58.46,132.78
139866,Palacio Urgoiti,88.41,240.1
139897,Hotel Gran Duque,82.32,362.42
139904,Tierra de Campos,40.18,85.39
139906,Complejo la Cabana Hotel,40.18,65.3
139959,Hotel Villa Italia,170.79,575.05
140008,Hotel Torre Sant Joan,45.21,79.37
140047,Hotel Pinxo,35.16,134.62
140109,Hosteria de Torazo Nature Hotel & Spa,65.3,202.94
140216,Quality Hotel Winn Haninge,167.59,212.04
140228,Nynasgarden Hotell & Konferens,81.64,181.98
140279,Hotel im Schlosspark,260.39,396.88
140309,Prealpina,95.83,167.47
140338,Hotel Fluelerhof B&B Garni Rustico,77.44,193.6
140346,Geroldswil Swiss Quality Hotel,104.54,217.05
140358,Hotel de Gruyeres,96.8,174.24
140381,Hotel Steinbock,210.06,222.64
140414,Park Forum Wylihof,183.92,237.16
140420,Hotel Coronado,134.55,270.08
140447,Hotel Arcobaleno,87.12,135.51
140482,Kreuz Sachseln Hotel Restaurant,142.54,232.32
140487,Palazzo Mysanus Samedan,101.64,387.2
140496,Walhalla Hotel,115.19,314.6
140526,Hotel Sursee,123.13,287.94
140638,Craig-Y-Nos Castle,147.83,316.78
140645,Brynhonddu Country House B&B,42.23,84.48
140667,The Park Hotel,52.8,137.27
140671,The White Lion Hotel,115.09,136.21
140680,Almondsbury Interchange Hotel,42.74,57.02
140681,"Manor House Hotel, Alsager",75.08,141.6
140685,Nent Hall Country House Hotel,83.41,115.09
140688,Alton House Hotel,89.75,143.6
140689,Swan Hotel by Greene King Inns,79.19,163.67
140692,Lastra Farm Hotel,84.48,147.83
140713,The Dog & Partridge Country Inn,77.61,216.99
140724,Friars Carse Country House Hotel,72.23,147.83
140734,White Lion Royal Hotel,47.52,168.94
140738,Templars Hotel and Restaurant,73.91,105.59
140744,Oak Tree Inn,89.75,193.23
140747,The Victoria Hotel,47.52,142.55
140748,Haweswater Hotel,65.57,157.34
140757,Hempstead House Hotel & Restaurant,104.54,294.6
140766,Ambrose Hotel,58.07,131.99
140772,The Cavendish Hotel,190.07,253.42
140773,"The Castle Inn Hotel by BW Signature Collection, Keswick",67.57,162.61
140774,Armathwaite Hall Hotel,179.51,374.85
140775,Healey House Hotel,44.88,178.61
140779,Lovat Arms Hotel,73.91,126.71
140791,Nailcote Hall Hotel,103.59,170.11
140794,Marshall Meadows Country House Hotel,95.03,157.34
140795,Hartsfield Manor,93.98,157.34
140796,The Waterloo Hotel,122.49,221.74
140799,Swallow Falls Complex,63.36,84.48
140806,Five Rise Locks Hotel,67.57,110.87
140810,Park Head Hotel & Restaurant,52.27,84.48
140816,Hunters Meet,68.64,100.32
140824,Maes Manor Hotel,79.19,121.43
